company,location,total_laid_off,date,percentage_laid_off,industry,source,stage,funds_raised,country,date_added,year,month,layoff_size,funding_category
Chili Piper,New York City,58.0,2022-11-17,,Sales,https://www.linkedin.com/feed/update/urn:li:activity:6999112600667983872/,Series B,54.0,United States,11/17/2022,2022,11,Small,Medium
Capitolis,New York City,37.0,2022-11-17,0.25,Finance,https://www.themarker.com/technation/2022-11-17/ty-article/.premium/00000184-8592-d309-afe7-a597c17f0000,Series D,281.0,United States,11/18/2022,2022,11,Small,High
TealBook,"Toronto, Non-U.S.",34.0,2022-11-17,0.19,Other,https://www-theglobeandmail-com.cdn.ampproject.org/c/s/www.theglobeandmail.com/amp/business/article-symend-tealbook-latest-canadian-tech-startups-to-cut-staff-amid-market/,Series B,73.0,Canada,11/17/2022,2022,11,Small,Medium
Koho,"Toronto, Non-U.S.",15.0,2022-11-17,0.04,Finance,https://betakit.com/canadian-tech-layoffs-continue-as-tough-year-comes-to-a-close/,Series D,278.0,Canada,11/20/2022,2022,11,Small,High
&Open,"Dublin, Non-U.S.",9.0,2022-11-17,0.09,Marketing,https://www.irishtimes.com/technology/2022/11/17/gifting-platform-open-to-cut-nine-roles-from-global-workforce/,Series A,35.0,Ireland,12/1/2022,2022,11,Small,Low
Amazon,Seattle,10000.0,2022-11-16,0.03,Retail,https://www.nytimes.com/2022/11/14/technology/amazon-layoffs.html,Post-IPO,108.0,United States,11/16/2022,2022,11,Large,Medium
Cisco,SF Bay Area,4100.0,2022-11-16,0.05,Infrastructure,https://www.bizjournals.com/sanjose/news/2022/11/16/cisco-announces-600m-restructuring-layoffs.html,Post-IPO,2.0,United States,11/17/2022,2022,11,Large,Low
Twiga,"Nairobi, Non-U.S.",211.0,2022-11-16,0.21,Food,https://techcrunch.com/2022/11/16/kenyas-twiga-dismisses-in-house-sales-team-affecting-21-of-it-employees/,Series C,157.0,Kenya,11/30/2022,2022,11,Medium,Medium
Wayflyer,"Dublin, Non-U.S.",200.0,2022-11-16,0.4,Marketing,https://sifted.eu/articles/wayflyer-layoffs-global-2022/,Unknown,889.0,Ireland,11/17/2022,2022,11,Medium,High
Similarweb,New York City,120.0,2022-11-16,0.1,Other,https://en.globes.co.il/en/article-similarweb-cuts-10-of-workforce-1001430060,Post-IPO,235.0,United States,11/17/2022,2022,11,Medium,High
Salsify,Boston,90.0,2022-11-16,0.11,Retail,https://www.bizjournals.com/boston/inno/stories/news/2022/11/16/salsify-layoffs-2022.html,Series F,452.0,United States,11/17/2022,2022,11,Small,High
Lokalise,Dover,76.0,2022-11-16,0.23,Other,https://lokalise.com/blog/changes-at-lokalise/,Series B,56.0,United States,11/17/2022,2022,11,Small,Medium
Yotpo,New York City,70.0,2022-11-16,0.09,Marketing,https://www.calcalistech.com/ctechnews/article/hy00chefus,Unknown,436.0,United States,11/17/2022,2022,11,Small,High
Pear Therapeutics,Boston,59.0,2022-11-16,0.22,Healthcare,https://www.fiercebiotech.com/medtech/pear-therapeutics-trims-workforce-another-22,Post-IPO,409.0,United States,12/11/2022,2022,11,Small,High
UiPath,New York City,241.0,2022-11-15,0.06,Data,https://www.marketwatch.com/story/uipath-stock-rockets-after-company-announces-further-layoffs-suggests-revenue-could-beat-2022-11-15,Post-IPO,2000.0,United States,11/17/2022,2022,11,Medium,Very High
Asana,SF Bay Area,180.0,2022-11-15,0.09,Other,https://www.linkedin.com/posts/anneraimondi_earlier-today-we-shared-the-incredibly-difficult-activity-6998297745270718465-a_MV/,Post-IPO,453.0,United States,11/15/2022,2022,11,Medium,High
OwnBackup,New York City,170.0,2022-11-15,0.17,Security,https://www.calcalistech.com/ctechnews/article/h12tcmbuj,Series E,507.0,United States,11/17/2022,2022,11,Medium,High
Deliveroo Australia,"Melbourne, Victoria",120.0,2022-11-15,1.0,Food,https://www.abc.net.au/news/2022-11-16/deliveroo-enters-voluntary-administration/101661932,Post-IPO,1700.0,Australia,11/17/2022,2022,11,Medium,Very High
Productboard,SF Bay Area,100.0,2022-11-15,0.2,Product,https://cc.cz/cesky-startup-productboard-propousti-100-lidi-je-to-nejtezsi-rozhodnuti-kariery-rika-hubert-palan/,Series D,0.0,United States,11/17/2022,2022,11,Small,
Properly,"Toronto, Non-U.S.",71.0,2022-11-15,,Real Estate,https://inside.properly.ca/important-changes-to-the-properly-team-3c2d04191dd6,Series B,154.0,Canada,11/17/2022,2022,11,Small,Medium
Protocol,SF Bay Area,60.0,2022-11-15,1.0,Media,https://www.cnn.com/2022/11/15/media/protocol/index.html,Acquired,0.0,United States,11/15/2022,2022,11,Small,
Jimdo,"Hamburg, Non-U.S.",50.0,2022-11-15,0.16,Other,https://www.businessinsider.de/gruenderszene/business/entlassungswelle-jimdo-november/,Unknown,28.0,Germany,11/17/2022,2022,11,Small,Low
The Zebra,Austin,50.0,2022-11-15,,Finance,https://coverager.com/the-zebra-goes-through-another-round-of-layoffs/,Series D,256.0,United States,11/17/2022,2022,11,Small,High
Viber,"Luxembourg, Non-U.S.",45.0,2022-11-15,0.08,Consumer,https://www.calcalistech.com/ctechnews/article/hyy6fhwlo,Acquired,0.0,Luxembourg,11/17/2022,2022,11,Small,
CaptivateIQ,SF Bay Area,31.0,2022-11-15,0.1,Sales,Internal memo,Series C,164.0,United States,11/17/2022,2022,11,Small,Medium
Illumina,San Diego,500.0,2022-11-14,0.05,Healthcare,https://www.genomeweb.com/business-news/illumina-lays-approximately-500-employees-response-economic-climate#.Y4FAPOzMJjM,Post-IPO,28.0,United States,11/17/2022,2022,11,Medium,Low
Sema4,Stamford,500.0,2022-11-14,,Healthcare,https://www.marketwatch.com/story/sema4-to-cut-500-jobs-in-exit-from-reproductive-women-s-health-testing-smfr-271668433348?mod=markets,Post-IPO,791.0,United States,11/14/2022,2022,11,Medium,High
iFit,Logan,300.0,2022-11-14,0.2,Fitness,https://www.sltrib.com/news/2022/11/14/hundreds-utah-jobs-cut-logans/,Private Equity,200.0,United States,11/17/2022,2022,11,Medium,Medium
Ribbon,New York City,170.0,2022-11-14,0.85,Real Estate,https://www.businessinsider.com/ribbon-more-layoffs-proptech-startup-economic-uncertainty-2022-11,Series C,405.0,United States,11/22/2022,2022,11,Medium,High
Pipedrive,"Tallinn, Non-U.S.",143.0,2022-11-14,0.15,Sales,https://digipro.geenius.ee/rubriik/uudis/tehnoloogiasektori-koondamislaine-joudis-ka-eestisse-pipedrive-laseb-lahti-143-tootajat/,Private Equity,90.0,Estonia,11/15/2022,2022,11,Medium,Medium
Intercom,SF Bay Area,124.0,2022-11-14,0.13,Support,https://www.siliconrepublic.com/business/intercom-job-cuts-ireland-global,Series D,240.0,United States,11/14/2022,2022,11,Medium,High
Science 37 ,Los Angeles,90.0,2022-11-14,,Healthcare,https://www.bizjournals.com/triangle/news/2022/11/14/science-37-layoffs-biotech-clinical-headwinds.html,Post-IPO,347.0,United States,11/14/2022,2022,11,Small,High
Pear Therapeutics,Boston,59.0,2022-11-14,0.22,Healthcare,https://peartherapeutics.com/pear-therapeutics-reports-third-quarter-2022-results/,Post-IPO,409.0,United States,11/17/2022,2022,11,Small,High
Cardlytics,Atlanta,51.0,2022-11-14,,Marketing,https://www.marketscreener.com/quote/stock/CARDLYTICS-INC-40680969/news/Cardlytics-to-Terminate-51-Employees-Appoints-John-Balen-Chairman-Shares-up-After-Hours-42312731/,Post-IPO,212.0,United States,11/15/2022,2022,11,Small,High
Cloudinary,SF Bay Area,40.0,2022-11-14,0.08,Media,"https://www.calcalistech.com/ctechnews/article/h1sioa1li#:~:text=Israeli%20unicorn%20Cloudinary%2C%20which%20has,total%20of%20around%2040%20employees.",Unknown,100.0,United States,11/17/2022,2022,11,Small,Medium
Nestcoin,"Lagos, Non-U.S.",30.0,2022-11-14,,Crypto,https://techcrunch.com/2022/11/14/african-web3-startup-nestcoin-declares-it-held-its-assests-in-ftx-lays-off-employees/,Seed,6.0,Nigeria,11/20/2022,2022,11,Small,Low
Gokada,"Lagos, Non-U.S.",20.0,2022-11-14,,Transportation,https://techcabal.com/2023/02/02/gokada-layoffs-affects-54/,Unknown,12.0,Nigeria,2/2/2023,2022,11,Small,Low
Veev,SF Bay Area,100.0,2022-11-11,0.3,Real Estate,https://www.calcalistech.com/ctechnews/article/hjkataiss,Series D,597.0,United States,11/12/2022,2022,11,Small,High
Forto,"Berlin, Non-U.S.",60.0,2022-11-11,0.08,Logistics,https://www.deutsche-startups.de/2022/11/11/forto-delivery-hero-stuffle-burnout-hr-startups/,Series D,593.0,Germany,1/4/2023,2022,11,Small,High
GoTo Group,"Jakarta, Non-U.S.",1300.0,2022-11-10,0.12,Transportation,https://www.reuters.com/technology/indonesias-goto-cuts-1300-workers-or-12-total-employees-2022-11-18/,Post-IPO,1300.0,Indonesia,11/11/2022,2022,11,Large,Very High
Juul,SF Bay Area,400.0,2022-11-10,0.3,Consumer,https://www.cnbc.com/2022/11/10/juul-strikes-financing-deal-plans-to-cut-jobs-to-dodge-bankruptcy.html,Unknown,1500.0,United States,11/10/2022,2022,11,Medium,Very High
Blend,SF Bay Area,100.0,2022-11-10,0.06,Finance,https://www.housingwire.com/articles/blend-reports-133-98-million-loss-in-q3-layoffs-of-100-positions/,Post-IPO,665.0,United States,12/9/2022,2022,11,Small,High
InfluxData,SF Bay Area,65.0,2022-11-10,0.27,Data,Internal memo,Series D,119.0,United States,11/12/2022,2022,11,Small,Medium
Coinbase,SF Bay Area,60.0,2022-11-10,,Crypto,https://www.theinformation.com/articles/coinbase-is-cutting-more-jobs,Post-IPO,549.0,United States,11/10/2022,2022,11,Small,High
SoundHound,SF Bay Area,45.0,2022-11-10,0.1,Other,https://techcrunch.com/2022/11/10/soundhound-layoffs/,Post-IPO,326.0,United States,11/10/2022,2022,11,Small,High
Wistia,Boston,40.0,2022-11-10,,Marketing,https://www.linkedin.com/feed/update/urn:li:activity:6996584795774328832/,Unknown,18.0,United States,11/11/2022,2022,11,Small,Low
Ocavu,Lehi,20.0,2022-11-10,0.48,Crypto,https://www.sltrib.com/news/2022/11/10/company-partnering-with-byu-nft/,Series A,11.0,United States,11/12/2022,2022,11,Small,Low
Meta,SF Bay Area,11000.0,2022-11-09,0.13,Consumer,https://www.cnbc.com/2022/11/09/meta-to-lay-off-more-than-11000-thousand-employees.html,Post-IPO,26000.0,United States,11/9/2022,2022,11,Massive,Very High
Redfin,Seattle,862.0,2022-11-09,0.13,Real Estate,https://www.businessinsider.com/redfin-layoffs-home-flipping-business-redfinnow-shut-down-2022-11,Post-IPO,320.0,United States,11/9/2022,2022,11,Medium,High
Flyhomes,Seattle,300.0,2022-11-09,0.4,Real Estate,https://www.geekwire.com/2022/flyhomes-does-another-round-of-layoffs-as-housing-market-hurts-real-estate-tech-companies/,Series C,310.0,United States,11/10/2022,2022,11,Medium,High
AvantStay,Los Angeles,144.0,2022-11-09,0.22,Travel,https://shorttermrentalz.com/news/avantstay-workforce-redundancies-round/,Private Equity,686.0,United States,11/11/2022,2022,11,Medium,High
Root Insurance,Columbus,137.0,2022-11-09,0.2,Finance,https://www.dispatch.com/story/business/employment/2022/11/09/columbus-company-root-to-cut-20-of-its-workforce/69635184007/,Post-IPO,527.0,United States,11/10/2022,2022,11,Medium,High
Liftoff,SF Bay Area,130.0,2022-11-09,0.15,Marketing,Internal memo,Acquired,6.0,United States,11/17/2022,2022,11,Medium,Low
Cameo,Chicago,80.0,2022-11-09,,Consumer,https://www.theinformation.com/briefings/cameo-lays-off-staff-for-second-time-this-year,Unknown,165.0,United States,11/9/2022,2022,11,Small,Medium
Plum,"Bengaluru, Non-U.S.",36.0,2022-11-09,0.1,Healthcare,https://www.moneycontrol.com/news/business/announcements/tiger-global-backed-plum-insurance-lays-off-36-employees-9478371.html,Series A,20.0,India,11/11/2022,2022,11,Small,Low
Kabam,SF Bay Area,35.0,2022-11-09,0.07,Consumer,https://techcrunch.com/2022/11/09/kabam-layoffs/,Acquired,244.0,United States,11/9/2022,2022,11,Small,High
HighRadius,"Bengaluru, Non-U.S.",25.0,2022-11-09,,Finance,https://www.newindianexpress.com/business/2022/nov/17/indian-employees-of-us-based-software-firm-highradius-furious-and-upset-over-manner-they-were-sacked-2519198.html,Series C,475.0,India,12/7/2022,2022,11,Small,High
Namogoo,"Tel Aviv, Non-U.S.",25.0,2022-11-09,0.15,Marketing,https://www.calcalistech.com/ctechnews/article/hjjawkyri,Series C,69.0,Israel,1/24/2023,2022,11,Small,Medium
EverBridge,Boston,200.0,2022-11-08,,Other,https://www.bizjournals.com/boston/news/2022/11/08/everbridge-to-lay-off-200-workers.html,Post-IPO,476.0,United States,1/19/2023,2022,11,Medium,High
Repertoire Immune Medicines,Boston,65.0,2022-11-08,0.5,Healthcare,https://www.bizjournals.com/boston/news/2022/11/07/repertoire-immune-medicines-layoffs-2022-biotech.html,Series B,257.0,United States,11/9/2022,2022,11,Small,High
Salesforce,SF Bay Area,1000.0,2022-11-07,0.01,Sales,https://www.cnbc.com/2022/11/08/salesforce-cut-hundreds-of-employees-on-monday.html,Post-IPO,65.0,United States,11/9/2022,2022,11,Medium,Medium
Unacademy,"Bengaluru, Non-U.S.",350.0,2022-11-07,0.1,Education,https://economictimes.indiatimes.com/tech/startups/unacademy-cuts-another-350-jobs-in-second-round-of-layoffs/articleshow/95361443.cms,Series H,838.0,India,11/7/2022,2022,11,Medium,High
Zendesk,SF Bay Area,350.0,2022-11-07,0.05,Support,https://twitter.com/GergelyOrosz/status/1589676662593302528,Acquired,85.0,United States,11/7/2022,2022,11,Medium,Medium
Dock,"Sao Paulo, Non-U.S.",190.0,2022-11-07,0.12,Finance,https://www.infomoney.com.br/negocios/exclusivo-startup-dock-nao-passa-ilesa-e-faz-demissao-em-massa/,Private Equity,280.0,Brazil,11/8/2022,2022,11,Medium,High
Varonis,New York City,110.0,2022-11-06,0.05,Security,https://www.calcalistech.com/ctechnews/article/hjfkkmrbo,Post-IPO,30.0,United States,11/6/2022,2022,11,Medium,Low
Brainly,"Krakow, Non-U.S.",25.0,2022-11-06,,Education,https://www.newindianexpress.com/lifestyle/tech/2022/nov/06/poland-based-ed-tech-platform-brainly-fires-nearly-all-staff-in-india-2515584.html,Series D,148.0,Poland,11/7/2022,2022,11,Small,Medium
Twitter,SF Bay Area,3700.0,2022-11-04,0.5,Consumer,https://www.nytimes.com/2022/11/04/technology/elon-musk-twitter-layoffs.html,Post-IPO,12900.0,United States,11/4/2022,2022,11,Large,Very High
Udaan,"Bengaluru, Non-U.S.",350.0,2022-11-04,,Retail,https://inc42.com/buzz/udaan-fires-350-employees-in-second-wave-of-layoffs-this-year/,Unknown,1500.0,India,11/5/2022,2022,11,Medium,Very High
Planetly,"Berlin, Non-U.S.",200.0,2022-11-04,1.0,Other,https://www.axios.com/pro/climate-deals/2022/11/04/planetly-shuts-down-layoffs-carbon-accounting,Acquired,5.0,Germany,11/5/2022,2022,11,Medium,Low
KoinWorks,"Jakarta, Non-U.S.",70.0,2022-11-04,0.08,Finance,https://www.techinasia.com/koinworks-layoff-2022,Unknown,180.0,Indonesia,11/27/2022,2022,11,Small,Medium
Exodus,Nebraska City,59.0,2022-11-04,0.22,Crypto,https://www.exodus.com/news/exodus-restructure/,Unknown,60.0,United States,11/12/2022,2022,11,Small,Medium
Stripe,SF Bay Area,1000.0,2022-11-03,0.14,Finance,https://www.bloomberg.com/news/articles/2022-11-03/stripe-cutting-headcount-by-14-as-it-readies-for-leaner-times,Series H,2300.0,United States,11/3/2022,2022,11,Medium,Very High
Lyft,SF Bay Area,700.0,2022-11-03,0.13,Transportation,https://www.wsj.com/articles/lyft-plans-to-lay-off-hundreds-of-staffers-11667490092,Post-IPO,4900.0,United States,11/3/2022,2022,11,Medium,Very High
LendingTree,Charlotte,200.0,2022-11-03,,Finance,https://investors.lendingtree.com/static-files/b06a0e39-53f1-480a-867f-230222a6a84c,Post-IPO,0.0,United States,1/23/2023,2022,11,Medium,
Pleo,"Copenhagen, Non-U.S.",150.0,2022-11-03,0.15,Finance,https://www.finextra.com/newsarticle/41262/danish-fintech-pleo-cuts-workforce-by-15,Series C,428.0,Denmark,11/3/2022,2022,11,Medium,High
Delivery Hero,"Berlin, Non-U.S.",100.0,2022-11-03,,Food,https://mobile.twitter.com/GergelyOrosz/status/1588220445039497222,Post-IPO,8300.0,Germany,11/5/2022,2022,11,Small,Very High
Shippo,SF Bay Area,60.0,2022-11-03,0.2,Logistics,https://www.linkedin.com/posts/laurabehrenswu_today-we-made-the-difficult-decision-to-exit-activity-6994028038543851520-M9iZ/,Series E,154.0,United States,11/4/2022,2022,11,Small,Medium
Opendoor,SF Bay Area,550.0,2022-11-02,0.18,Real Estate,https://www.bloomberg.com/news/articles/2022-11-02/opendoor-lays-off-18-of-workers-in-wave-of-housing-cutbacks,Post-IPO,1900.0,United States,11/2/2022,2022,11,Medium,Very High
Chime,SF Bay Area,156.0,2022-11-02,0.12,Finance,https://www.theinformation.com/articles/chime-slashes-12-of-staff-marking-latest-casualty-in-fintech-meltdown,Series G,2300.0,United States,11/2/2022,2022,11,Medium,Very High
Chargebee,SF Bay Area,142.0,2022-11-02,0.1,Finance,https://techcrunch.com/2022/11/02/tiger-global-chargebee-layoffs/,Series H,468.0,United States,11/3/2022,2022,11,Medium,High
Dapper Labs,"Vancouver, Non-U.S.",134.0,2022-11-02,0.22,Crypto,https://betakit.com/dapper-labs-lays-off-22-percent-of-staff/,Series D,607.0,Canada,11/3/2022,2022,11,Medium,High
Checkmarx,"Tel Aviv, Non-U.S.",100.0,2022-11-02,0.1,Security,https://www.calcalistech.com/ctechnews/article/hjailhyri,Series C,92.0,Israel,11/2/2022,2022,11,Small,Medium
Smava,"Berlin, Non-U.S.",100.0,2022-11-02,0.15,Finance,https://www.businessinsider.de/gruenderszene/fintech/smava-entlassungen-oktober/,Unknown,188.0,Germany,11/3/2022,2022,11,Small,Medium
Iron Ox,SF Bay Area,50.0,2022-11-02,0.5,Food,https://techcrunch.com/2022/11/03/iron-ox-lays-off-50-amounting-to-nearly-half-its-staff/,Series C,103.0,United States,11/3/2022,2022,11,Small,Medium
Digital Currency Gruop,Stamford,10.0,2022-11-02,0.13,Crypto,https://www.coindesk.com/business/2022/11/02/digital-currency-group-promotes-mark-murphy-to-president-cuts-nearly-13-staff-report/,Unknown,0.0,United States,11/3/2022,2022,11,Small,
Argo AI,SF Bay Area,259.0,2022-11-01,,Transportation,https://www.bizjournals.com/sanjose/news/2023/01/03/argo-ai-lays-off-259-palo-alto-employes.html,Unknown,3600.0,United States,1/5/2023,2022,11,Medium,Very High
Booking.com,Grand Rapids,226.0,2022-11-01,,Travel,https://www.crainsdetroit.com/west-michigan/bookingcom-close-grand-rapids-area-facility-lay-226,Acquired,0.0,United States,11/3/2022,2022,11,Medium,
Oracle,SF Bay Area,200.0,2022-11-01,,Other,https://www.businessinsider.com/oracle-cloud-infrastructure-layoffs-200-employees-2022-11?IR=T,Post-IPO,0.0,United States,11/17/2022,2022,11,Medium,
Upstart,SF Bay Area,140.0,2022-11-01,0.07,Finance,https://techcrunch.com/2022/11/01/upstart-layoffs/,Post-IPO,144.0,United States,11/1/2022,2022,11,Medium,Medium
Gem,SF Bay Area,100.0,2022-11-01,0.33,Recruiting,https://www.theinformation.com/briefings/recruiting-startup-gem-cuts-a-third-of-workforce,Series C,148.0,United States,11/1/2022,2022,11,Small,Medium
Oda,"Oslo, Non-U.S.",70.0,2022-11-01,0.18,Food,https://www.dn.no/handel/oda/oda-kutter-70-arsverk-ma-ha-ny-milliardinnsproytning/2-1-1344693?zephr_sso_ott=mwDa9x,Unknown,377.0,Sweden,11/1/2022,2022,11,Small,High
Oda,"Oslo, Non-U.S.",70.0,2022-11-01,0.18,Food,https://shifter.no/nyheter/oda-sparker-70-og-henter-15-milliarder-kroner/262587,Unknown,477.0,Norway,11/11/2022,2022,11,Small,High
Oda,"Oslo, Non-U.S.",70.0,2022-11-01,0.06,Food,https://norway.postsen.com/local/62256/Oda-lays-off-employees-to-collect-billions-of-dollars-%E2%80%93-E24.html,Unknown,479.0,Norway,11/30/2022,2022,11,Small,High
Hootsuite,"Vancouver, Non-U.S.",50.0,2022-11-01,0.05,Marketing,Internal memo,Series C,300.0,Canada,11/1/2022,2022,11,Small,High
Drop,"Toronto, Non-U.S.",24.0,2022-11-01,,Marketing,Internal memo,Series B,56.0,Canada,11/3/2022,2022,11,Small,Medium
Tapps Games,"Sao Paulo, Non-U.S.",10.0,2022-11-01,,Consumer,https://dropsdejogos.uai.com.br/noticias/indie/tapps-games-demissoes/,Unknown,0.0,Brazil,1/21/2023,2022,11,Small,
Kry,"Stockholm, Non-U.S.",300.0,2022-10-31,0.1,Healthcare,https://www.dn.se/ekonomi/kry-sager-upp-runt-300-anstallda/,Series D,568.0,Sweden,11/1/2022,2022,10,Medium,High
Notarize,Boston,60.0,2022-10-31,,Legal,https://www.bizjournals.com/boston/news/2022/10/31/notarize-another-round-layoffs-this-year.html,Series D,213.0,United States,11/1/2022,2022,10,Small,High
EquityZen,New York City,30.0,2022-10-31,0.27,Finance,https://www.axios.com/2022/10/31/scoop-layoffs-hit-startup-stock-marketplace-equityzen,Series B,11.0,United States,11/1/2022,2022,10,Small,Low
Equitybee,SF Bay Area,25.0,2022-10-31,0.2,Finance,https://www.calcalistech.com/ctechnews/article/hkrqontns,Series B,85.0,United States,10/31/2022,2022,10,Small,Medium
Dukaan,"Bengaluru, Non-U.S.",23.0,2022-10-31,,Retail,https://www.vccircle.com/saasplatform-dukaan-lays-off-23-employees,Series A,17.0,India,10/31/2022,2022,10,Small,Low
Amazon,Seattle,150.0,2022-10-28,,Retail,https://www.geekwire.com/2022/amazon-makes-staff-cuts-at-amp-the-app-it-launched-this-year-to-reimagine-radio/,Post-IPO,108.0,United States,1/11/2023,2022,10,Medium,Medium
Fifth Season,Pittsburgh,100.0,2022-10-28,1.0,Food,https://www.bizjournals.com/pittsburgh/news/2022/10/29/vertical-farming-startup-fifth-season-shuts-down.html,Series B,35.0,United States,10/30/2022,2022,10,Small,Low
Advata,Seattle,32.0,2022-10-28,0.21,Healthcare,https://www.geekwire.com/2022/seattle-area-health-data-analytics-company-advata-lays-off-employees/,,0.0,United States,10/31/2022,2022,10,Small,
RenoRun,"Montreal, Non-U.S.",210.0,2022-10-27,0.43,Construction,https://www.theglobeandmail.com/business/article-renorun-canadian-tech-layoffs/,Series B,163.0,Canada,10/28/2022,2022,10,Medium,Medium
Recharge,Los Angeles,84.0,2022-10-27,0.17,Finance,https://rechargepayments.com/blog/a-message-from-oisin/,Series B,277.0,United States,10/28/2022,2022,10,Small,High
Lattice,SF Bay Area,13.0,2022-10-27,,HR,Internal memo,Series F,328.0,United States,11/3/2022,2022,10,Small,High
Seagate,SF Bay Area,3000.0,2022-10-26,0.08,Hardware,https://www.cnbc.com/2022/10/26/seagate-will-cut-3000-employees-in-latest-sign-of-major-pc-and-cloud-slowdown.html,Post-IPO,0.0,United States,4/1/2023,2022,10,Large,
MindBody,San Luis Obispo,400.0,2022-10-26,0.15,Fitness,https://www.sanluisobispo.com/news/business/article267890657.html,Post-IPO,114.0,United States,10/26/2022,2022,10,Medium,Medium
Zillow,Seattle,300.0,2022-10-26,0.05,Real Estate,https://techcrunch.com/2022/10/26/zillow-layoff-300-employees/,Post-IPO,97.0,United States,10/26/2022,2022,10,Medium,Medium
Cybereason,Boston,200.0,2022-10-26,0.17,Security,https://www.calcalistech.com/ctechnews/article/sjspj00uvs,Series F,750.0,United States,10/26/2022,2022,10,Medium,High
Argo AI,Pittsburgh,173.0,2022-10-26,,Transportation,https://www.autonews.com/mobility-report/argo-ai-lay-173-startup-folds,Unknown,3600.0,United States,10/26/2022,2022,10,Medium,Very High
GoFundMe,SF Bay Area,94.0,2022-10-26,0.12,Finance,https://www.gofundme.com/c/announcement,Series A,0.0,United States,10/26/2022,2022,10,Small,
Fundbox,SF Bay Area,150.0,2022-10-25,0.42,Finance,https://www.calcalistech.com/ctechnews/article/sypou4svi,Series D,553.0,United States,10/25/2022,2022,10,Medium,High
Embroker,SF Bay Area,30.0,2022-10-25,0.12,Finance,https://www.theinsurer.com/news/insurtech-embroker-lays-off-12-of-global-workforce/25922.article,Series C,142.0,United States,10/26/2022,2022,10,Small,Medium
Vee,"Tel Aviv, Non-U.S.",17.0,2022-10-25,0.5,HR,https://www.calcalistech.com/ctechnews/article/hju1ylrnj,Seed,15.0,Israel,10/25/2022,2022,10,Small,Low
Philips,"Amsterdam, Non-U.S.",4000.0,2022-10-24,0.05,Healthcare,https://www.reuters.com/business/philips-cut-4000-jobs-after-medical-equipment-recall-2022-10-24/,Post-IPO,0.0,Netherlands,1/21/2023,2022,10,Large,
Cerebral,SF Bay Area,400.0,2022-10-24,0.2,Healthcare,https://techcrunch.com/2022/10/24/telehealth-unicorn-cerebral-lays-off-20-of-staff-for-operational-efficiencies/,Series C,462.0,United States,10/24/2022,2022,10,Medium,High
Snyk,Boston,198.0,2022-10-24,0.14,Security,https://en.globes.co.il/en/article-cybersecurity-co-snyk-laying-off-14-of-workforce-1001427487,Series F,849.0,United States,10/24/2022,2022,10,Medium,High
McMakler,"Berlin, Non-U.S.",100.0,2022-10-24,,Real Estate,https://www.businessinsider.de/gruenderszene/business/mcmakler-neue-massenentlassungen-oktober-2022/,Unknown,214.0,Germany,10/25/2022,2022,10,Small,High
Unico,"Sao Paulo, Non-U.S.",50.0,2022-10-24,0.04,Other,https://startups.com.br/noticias/unico-demite-na-area-de-vendas-e-reforca-equipe-de-tecnologia/,Series D,336.0,Brazil,1/18/2023,2022,10,Small,High
OrCam,"Jerusalem, Non-U.S.",62.0,2022-10-23,0.16,Healthcare,https://www.calcalistech.com/ctechnews/article/ry5v11kgvo,Unknown,86.0,Israel,10/24/2022,2022,10,Small,Medium
Antidote Health,"Tel Aviv, Non-U.S.",23.0,2022-10-23,0.38,Healthcare,https://www.calcalistech.com/ctechnews/article/s1xwokmvi,Unknown,36.0,Israel,10/24/2022,2022,10,Small,Low
Khoros,Austin,120.0,2022-10-21,0.1,Sales,https://www.bizjournals.com/austin/inno/stories/news/2022/10/21/report-layoffs-at-khoros.html,Private Equity,138.0,United States,10/22/2022,2022,10,Medium,Medium
F5,Seattle,100.0,2022-10-21,0.01,Security,https://www.geekwire.com/2022/f5-cutting-fewer-than-100-jobs-due-to-current-macroeconomic-environment/,Post-IPO,0.0,United States,11/17/2022,2022,10,Small,
Elinvar,"Berlin, Non-U.S.",43.0,2022-10-21,0.33,Finance,https://financefwd.com/de/elinvar-entlassungen-funding/,Unknown,30.0,Germany,10/24/2022,2022,10,Small,Low
Synapsica,"New Delhi, Non-U.S.",30.0,2022-10-21,0.3,Healthcare,https://yourstory.com/2022/10/healthtech-startup-synapsica-layoffs-30-people-workforce/amp,Series A,4.0,India,10/22/2022,2022,10,Small,Low
Hotmart,"Belo Horizonte, Non-U.S.",227.0,2022-10-20,0.12,Marketing,https://www.bloomberglinea.com/english/brazils-tcv-backed-hotmart-cuts-12-of-staff-amid-drop-in-operational-efficiency/,Series C,127.0,Brazil,10/22/2022,2022,10,Medium,Medium
Zeus Living,SF Bay Area,64.0,2022-10-20,0.46,Real Estate,https://www.bizjournals.com/sanfrancisco/news/2022/10/20/zeus-living-egomotion-layoffs-flexliving-startup.html,Series C,151.0,United States,10/21/2022,2022,10,Small,Medium
Loom,SF Bay Area,23.0,2022-10-20,0.11,Product,https://www.sfgate.com/bayarea/article/sf-based-loom-video-tech-unicorn-layoffs-17522993.php,Series C,203.0,United States,10/20/2022,2022,10,Small,High
Sales Boomerang,Baltimore,20.0,2022-10-20,,Sales,https://www.housingwire.com/articles/layoffs-hit-sales-boomerang-mortgage-coach/,Private Equity,5.0,United States,11/1/2022,2022,10,Small,Low
